1,1,3,1,5,9,2,1,1.1315,0.57937,1.7111,5.6063,10.169,2.8425,6.0985,0,0,-1
1,2,3,1,4,6,2,1,0.55705,0.87789,1.4103,3.433,5.5055,1.9672,4.3108,40,40,-1
1,3,3,1,5,9,2,2,0.52183,0.44109,4.0181,7.7289,11.373,4.5398,8.1699,0,40,-1
1,4,3,1,5,7,2,1,0.41033,0.47823,2.8475,5.4388,9.4002,3.2577,5.9169,20,60,-1
2,1,3,1,4,7,2,1,0.41695,0.64114,4.0503,7.5272,12.174,4.4671,8.1682,20,80,-1
2,2,3,1,5,7,2,1,0.33614,0.73371,3.934,5.4554,8.3805,4.27,5.8171,20,100,-1
2,3,3,1,5,7,2,1,0.7186,0.43254,3.717,6.3914,8.6481,3.7784,4.4354,20,120,-1
2,4,3,1,5,7,2,1,0.68631,0.39613,2.112,4.3688,6.3913,2.7982,4.7648,20,140,-1
2,5,3,1,5,7,2,1,0.40921,0.43195,2.9648,5.1881,8.0964,3.3739,5.6199,20,160,-1
3,1,1,1,4,7,2,1,0.45349,0.5274,2.2881,3.9932,7.3863,2.4344,2.7414,20,180,7
3,2,1,1,4,6,2,2,0.37114,0.7724,2.6971,4.3689,7.5783,3.0681,5.1412,40,220,6
3,3,1,1,4,6,2,2,0.39713,0.80764,3.1988,6.4583,10.972,3.5958,7.2659,0,220,8
3,4,1,1,2,7,1,1,0.48694,0.92276,2.7474,5.3216,10.37,3.2342,6.2443,0,220,8
3,5,1,1,2,8,1,2,0.69609,0.82954,3.8337,8.3642,11.591,4.5297,9.1936,10,230,8
3,6,1,1,2,8,1,2,0.59823,0.57826,3.9337,7.1768,11.038,4.5318,7.7549,10,240,8
3,7,1,1,2,8,1,2,0.63751,0.67437,1.3935,3.1988,6.1239,2.0309,3.776,10,250,8
4,1,2,1,3,9,1,2,0.57216,2.0143,2.2208,5.7147,10.997,2.7929,6.7619,0,250,8
4,2,2,1,5,7,2,1,1.3701,0.59192,1.3599,3.8842,7.2606,2.1019,2.7299,20,270,7
4,3,2,1,4,7,2,1,1.0986,0.73724,1.5772,5.8233,10.002,2.6758,6.5604,20,290,7
4,4,2,1,3,8,1,1,0.96621,1.0021,1.9281,5.5722,8.0963,2.8942,5.8587,10,300,8
4,5,2,1,5,6,2,2,2.0098,0.56907,3.7671,8.966,11.373,4.1038,5.7768,40,340,6
5,1,1,1,5,7,2,1,0.8124,0.65829,1.8855,4.6608,8.7393,2.6978,5.3189,20,360,7
5,2,1,1,4,7,2,1,0.70825,0.63225,2.1454,6.5085,10.988,2.2215,2.8535,20,380,7
5,3,1,1,5,9,2,2,1.4644,1.4532,1.644,5.7896,8.3971,3.1082,5.9112,0,380,6
5,4,1,1,4,6,2,2,0.89149,1.7627,2.7807,6.0906,11.373,3.6721,6.6326,40,420,6
6,1,2,1,4,9,2,2,0.69925,0.44986,1.2495,4.7099,9.2564,1.5911,1.9487,0,420,6
6,2,2,1,5,9,2,2,0.87727,0.54193,1.1426,4.3021,6.3246,1.4543,2.0198,0,420,6
6,3,2,1,4,7,2,1,1.283,0.59746,2.6137,7.4948,9.7012,3.8967,8.0922,20,440,7
6,4,2,1,2,8,1,2,1.6595,1.0689,2.9646,8.3472,11.908,3.6669,4.6239,0,440,6
6,5,2,1,3,9,1,1,0.87284,1.375,3.7338,6.7428,11.925,4.6066,8.1176,0,440,8
7,1,4,1,4,7,2,1,1.5325,0.41694,1.3166,5.7632,7.6361,2.8489,6.18,20,460,-1
7,2,4,1,4,7,2,1,0.76719,0.38799,1.0748,5.2539,9.7502,1.8418,5.6418,20,480,-1
7,3,4,1,4,7,2,1,0.67527,0.33824,3.0148,6.9764,10.186,3.69,7.2526,20,500,-1
7,4,4,1,5,7,2,1,0.78758,0.45154,2.9982,5.7062,9.1328,3.4051,3.7856,20,520,-1
7,5,4,1,5,7,2,1,0.35253,0.34274,1.2264,4.4692,6.0236,1.5788,4.8118,20,540,-1
7,6,4,1,5,7,2,1,0.43846,0.3325,1.2596,3.7336,6.8091,1.698,4.066,20,560,-1
8,1,3,1,5,7,2,1,0.38613,0.46571,3.4226,5.3115,8.688,3.8086,5.7771,20,580,-1
8,2,3,1,4,7,2,1,0.57683,0.39145,1.1427,3.0481,4.6695,1.7194,3.4395,20,600,-1
8,3,3,1,5,7,2,1,0.4961,0.4829,3.1819,4.9371,7.1603,3.6779,5.3279,20,620,-1
8,4,3,1,5,7,2,1,0.3966,0.28637,3.6834,7.8123,9.5339,4.0799,8.0985,20,640,-1
8,5,3,1,5,7,2,1,0.39874,0.61616,4.0512,5.5555,7.5948,4.0934,4.4499,20,660,-1
9,1,2,1,4,7,2,1,1.304,0.36685,2.7692,6.0625,8.2867,2.8261,4.0732,20,680,7
9,2,2,1,3,8,1,1,0.93069,1.4178,3.9998,8.4298,13.795,4.9304,9.2204,10,690,8
9,3,2,1,5,9,2,2,1.4334,0.63924,2.998,7.1939,9.6677,4.4313,7.326,0,690,6
9,4,2,1,5,7,2,1,0.76763,0.35221,2.9147,7.3612,10.403,3.6822,7.7133,20,710,7
9,5,2,1,5,9,2,2,1.0308,0.83556,1.3432,5.9235,9.3677,2.3738,6.7589,0,710,6
10,1,3,1,4,7,2,1,1.4013,0.61666,2.8517,7.2813,9.8053,4.2528,7.8979,20,730,-1
10,2,3,1,4,7,2,1,0.62606,0.8066,3.533,5.9235,9.5507,4.159,6.73,20,750,-1
10,3,3,1,5,7,2,1,0.6831,0.65265,4.0512,5.9736,8.9656,4.1122,4.7342,20,770,-1
10,4,3,1,5,7,2,1,0.77614,0.36184,2.2123,5.2547,7.7452,2.9883,5.6165,20,790,-1
10,5,3,1,4,7,2,1,1.0232,0.37205,1.477,4.3523,8.2804,2.5,4.7242,20,810,-1
11,1,4,1,4,7,2,1,0.40701,0.44175,1.6747,4.7672,6.9735,2.0816,5.2088,20,830,-1
11,2,4,1,4,7,2,1,1.028,0.46662,3.6334,6.6923,8.4474,4.6612,7.1588,20,850,-1
11,3,4,1,4,7,2,1,0.5347,0.47752,3.3493,5.9403,7.6117,3.7369,3.8839,20,870,-1
11,4,4,1,4,7,2,1,0.64618,0.51726,3.232,6.893,8.765,3.8781,7.4102,20,890,-1
11,5,4,1,4,7,2,1,0.51533,0.6868,3.9842,5.6393,9.9853,4.4994,6.326,20,910,-1
11,6,4,1,4,7,2,1,0.56229,0.4512,2.5634,5.4386,9.4838,3.1256,5.8897,20,930,-1
11,7,4,1,4,7,2,1,1.0937,0.6814,3.7837,7.1436,10.704,4.3658,4.8773,20,950,-1
12,1,1,1,2,8,1,2,1.076,1.9359,1.0629,4.8243,10.708,2.1388,5.547,10,960,8
12,2,1,1,4,7,2,1,1.6687,0.77217,1.3934,5.7231,8.899,3.0619,6.4952,20,980,7
12,3,1,1,4,6,2,2,1.7591,0.90953,2.6971,8.1967,11.456,4.1831,4.456,40,1020,6
12,4,1,1,2,8,1,2,1.0102,1.0774,1.4768,5.1044,9.2832,1.8436,2.4868,10,1030,8
12,5,1,1,4,7,2,1,0.81308,0.63208,4.0344,6.4585,11.189,4.4604,4.8474,20,1050,7
13,1,2,1,5,9,2,2,1.4268,0.71757,3.6537,7.7157,11.059,5.0804,7.9365,0,1050,6
13,2,2,1,3,9,1,2,1.5128,2.7568,2.9479,7.5451,13.412,3.2185,4.4606,0,1050,6
13,3,2,1,5,7,2,1,0.74139,0.46876,1.8112,4.3522,8.6814,2.5524,4.4845,20,1070,7
14,1,4,1,5,7,2,1,1.132,0.47052,2.1015,6.063,8.4868,2.1285,3.2333,20,1090,-1
14,2,4,1,4,7,2,1,0.87315,0.36813,1.8614,6.4585,8.9,2.7344,6.8265,20,1110,-1
14,3,4,1,5,7,2,1,0.66369,0.83379,4.0668,7.7778,11.305,4.7303,8.5444,20,1130,-1
14,4,4,1,4,7,2,1,0.65073,0.80594,1.878,3.8338,7.6952,2.5287,4.6397,20,1150,-1
14,5,4,1,4,7,2,1,0.68122,1.018,3.2487,5.5725,8.7817,3.9299,6.5904,20,1170,-1
15,1,3,1,5,7,2,1,0.50589,0.50784,1.262,4.8727,7.4468,1.7678,5.3234,20,1190,-1
15,2,3,1,4,9,2,2,4.0017,1.4105,3.9843,10.704,13.446,4.2154,6.9946,0,1190,-1
15,3,3,1,5,7,2,1,0.4814,0.40106,3.7329,5.9562,9.2491,4.2142,6.3571,20,1210,-1
15,4,3,1,5,7,2,1,0.50088,0.41206,3.9509,6.0071,9.5675,4.4517,6.419,20,1230,-1
15,5,3,1,4,7,2,1,0.51136,0.40173,2.9812,5.7229,9.5339,3.4925,6.1245,20,1250,-1
15,6,3,1,5,7,2,1,0.35109,0.38165,1.9615,4.018,5.94,2.3125,4.3995,20,1270,-1
16,1,1,1,4,9,2,2,0.91226,0.40159,2.3146,6.5773,10.923,3.2267,6.9787,0,1270,6
16,2,1,1,4,7,2,1,0.72252,0.5814,3.1319,5.8732,9.2999,3.8543,6.4545,20,1290,7
16,3,1,1,4,7,2,1,0.52147,0.57102,3.299,6.2745,10.855,3.8204,6.8454,20,1310,7
1,1,3,1,4,7,2,1,0.73229,0.48053,3.6593,6.7843,9.4588,4.3914,7.2647,20,20,-1
1,2,3,1,5,7,2,1,0.74192,0.83416,2.9479,4.9707,7.0433,2.9782,3.6897,20,40,-1
1,3,3,1,4,7,2,1,0.39107,0.31654,3.3995,5.3551,9.0493,3.7904,5.6715,20,60,-1
1,4,3,1,4,7,2,1,0.33586,0.42656,1.7443,3.9676,6.8762,2.0801,4.394,20,80,-1
2,1,4,1,4,7,2,1,0.39189,0.38221,2.3962,4.001,7.1935,2.788,4.383,20,100,-1
2,2,4,1,4,6,2,1,0.3026,0.33652,1.0759,2.8811,5.4719,1.3783,3.2175,40,140,-1
2,3,4,1,4,6,2,1,0.41832,0.30643,3.5332,6.4081,8.3806,3.9514,6.7145,40,180,-1
2,4,4,1,4,7,2,1,0.3723,0.38197,2.1455,4.4189,6.8927,2.5177,4.8007,20,200,-1
2,5,4,1,4,7,2,1,0.2904,0.45615,1.527,5.5389,7.8958,1.8173,5.995,20,220,-1
2,6,4,1,4,7,2,1,0.45225,0.4965,3.9009,5.7227,7.5447,4.353,5.9936,20,240,-1
2,7,4,1,4,7,2,1,0.41326,0.47632,1.5271,5.3551,9.6176,1.9402,5.8313,20,260,-1
3,1,1,1,4,7,2,1,0.43757,0.41726,2.6809,6.6093,10.688,3.1183,7.0265,20,280,7
3,2,1,1,2,9,1,2,0.73553,1.044,1.3429,5.4386,8.7985,2.0784,5.4904,0,280,8
3,3,1,1,4,6,2,2,0.93021,0.42279,2.7138,5.8733,8.8652,3.0258,3.6439,40,320,6
3,4,1,1,4,9,2,2,0.73835,0.60258,2.7473,7.2272,10.537,3.2845,3.4856,0,320,6
3,5,1,1,4,7,2,1,0.7575,0.31734,3.0482,6.676,10.704,3.8056,6.9932,20,340,7
