1,1,3,1,4,7,2,1,1.1415,0.75209,1.3821,4.5915,8.2357,2.5235,5.3435,20,20,-1
1,2,3,1,4,7,2,1,0.84215,0.63824,3.2657,8.0967,10.938,4.1077,8.7347,20,40,-1
1,3,3,1,5,9,2,2,0.92361,0.93751,2.1792,6.5254,8.8493,2.3861,3.1026,0,40,-1
1,4,3,1,4,7,2,1,0.92655,0.90684,3.3818,6.9927,10.503,4.3083,7.8994,20,60,-1
1,5,3,1,5,7,2,1,0.71653,0.84742,1.5269,4.1681,6.4247,2.2433,5.0154,20,80,-1
2,1,3,1,4,6,2,2,0.69224,0.70334,2.2871,6.3826,11.08,2.9793,6.7389,40,120,-1
2,2,3,1,5,7,2,1,0.6966,1.4872,2.3295,5.3553,10.771,3.026,6.8423,20,140,-1
2,3,3,1,4,9,2,2,0.91816,1.0803,1.5939,5.0208,8.0462,2.5119,5.904,0,140,-1
2,4,3,1,5,9,2,2,0.94385,1.6335,1.1759,4.5194,8.2133,1.4166,2.1196,0,140,-1
2,5,3,1,5,7,2,1,0.76093,0.63073,3.3825,5.6057,8.6313,4.1433,6.2363,20,160,-1
2,6,3,1,5,7,2,1,0.83197,0.9184,2.998,5.2047,7.645,3.8299,5.5916,20,180,-1
3,1,1,1,4,6,2,2,1.5024,1.0733,1.6701,4.8962,9.1589,3.1724,5.9695,40,220,6
3,2,1,1,5,7,2,1,1.2542,0.82802,1.2763,5.2546,9.0827,1.4584,2.5304,20,240,7
3,3,1,1,4,7,2,1,1.0773,1.1069,2.2626,5.589,9.7178,3.3397,6.6958,20,260,7
3,4,1,1,4,6,2,2,1.2125,1.1463,3.3156,7.6619,12.459,3.676,4.528,40,300,6
3,5,1,1,2,7,1,1,0.91941,0.53765,2.3964,6.0571,8.999,3.1186,3.3157,0,300,8
4,1,2,1,5,7,2,1,0.94819,1.2833,2.037,6.868,11.565,2.9851,8.1512,20,320,7
4,2,2,1,5,7,2,1,0.82666,1.0968,1.3766,3.8676,6.6422,2.2032,4.9642,20,340,7
4,3,2,1,5,9,2,2,0.9543,0.90131,2.5968,7.4779,9.6008,3.2589,3.551,0,340,6
5,1,1,1,2,7,1,1,1.0682,0.84043,2.6383,5.9482,8.6895,2.7694,3.7064,0,340,8
5,2,1,1,4,6,2,2,0.99277,0.85334,3.8673,8.2637,11.022,4.8599,8.7609,40,380,6
5,3,1,1,2,8,1,2,0.88826,0.73274,3.349,7.2106,11.523,4.0801,4.2371,10,390,8
5,4,1,1,4,6,2,2,0.71606,0.7856,3.6331,8.2635,12.794,4.349,9.049,40,430,6
5,5,1,1,4,7,2,1,0.91693,0.77196,1.7445,4.8705,8.0462,2.6613,5.6423,20,450,7
6,1,4,1,4,6,2,2,1.0305,0.8526,1.6012,6.1982,8.7054,1.8424,2.6316,40,490,-1
6,2,4,1,4,6,2,2,0.83587,0.65626,3.9174,6.475,10.203,4.7531,7.1312,40,530,-1
